funder.name,count,doi.funder
Scientific Research Foundation in Shenzhen,1,
Scientific Research Foundation of Graduate School of Southeast University,1,
Scientific Research Foundation of Hebei Educational Department,1,
Scientific Research Foundation of Liaoning Shihua University,1,
Scientific Research Foundation of Science and Technology Department of Hubei Province,1,
Scientific Research Foundation of Shantou University,1,
Scientific Research Fund of Hunan Provincial Education Department,1,
Scientific Research Fund of Hunan Provincial Education Department in China,1,
Scientific Research Fund of Sichuan Provincial Science and Technology Department,1,
"Scientific Research Fund of the Second Institute of Oceanography, Ministry of Natural Resources",1,
Scientific Research General Project of Guangzhou Science Technology and Innovation Commission,1,
Scientific Research Launched Fund of Liaoning Shihua University,1,
Scientific Research on Innovative Areas from JSPS,1,
Scientific Research Planning Project of Xinjiang Uygur Autonomous Region,1,
Scientific Research Project of Education Department of Guangdong,1,
"Scientific Research Project of Education Department of Guangdong, China",1,
Scientific Research Projects of Colleges and Universities of Ningxia,1,
Scientist Development,1,
"Scotland Data Lab Innovation Centre, UK",1,
Secretaria de Investigacion y Posgrado,1,
Seed Funding Programme for Basic Research,1,
Seed-Grant Program at the German Jordanian University,1,
Selcuk University Scientific Research Projects,1,
Semiconductor Research Corporation Defense Advanced Research Projects Agency SRC DARPA Joint University Microelectronics Program JUMP Centers,1,
Senate Research Council University of Moratuwa Sri Lanka,1,
Seoul National University College of Medicine,1,
Seoul National University Hospital Research Fund,1,
SERB-DST,1,
SfTI Spearhead,1,
SGCC Science and Technology Program,1,
Shaanxi 's Scientific and Technological Commission,1,
Shaanxi Collaborative Innovation Project,1,
Shaanxi Provincial Key Research and Development Program,1,
Shaanxi Science and Technology Co-ordinate Innovation Project,1,
Shaanxi Science and Technology Innovation Team Support,1,
Shaanxi Science and Technology Project,1,
Shaheed Benazir Bhutto University,1,
Shandong Key Research and Development Program Project,1,
Shandong Province Graduate Education Program Innovation Project,1,
Shandong Provincial Jinan Science and Technology Project,1,
Shandong Provincial Key Research and Development Plan,1,
Shandong Provincial Natural Science Foundation of China,1,
Shandong Ship Control Engineering and Intelligent System Engineering Research Center,1,
Shanghai Aerospace Innovation Technology Fund program of China,1,
Shanghai Aerospace Science and Technology Innovation,1,
Shanghai Aerospace Science and Technology Innovation Fund,1,
Shanghai AI Innovation Development Program 2018,1,
Shanghai Automobile Industry Science and Technology Development Foundation,1,
Shanghai Commission of Science and Technology Funding,1,
Shanghai Committee of Science and Technology,1,
Shanghai Engineering Research Center of Intelligent Computing System for providing the computing resources,1,
Shanghai Innovation Program,1,
Shanghai Institute of Intelligent Electronics and Systems,1,
Shanghai Institute of Satellite Equipment,1,
"Shanghai Institutions of Higher Learning, China",1,
Shanghai Key Laboratory Funding,1,
Shanghai Knowledge Service Platform,1,
Shanghai Municipal Commission of Health and Family Planning Program,1,
Shanghai Municipal Health Commission,1,
Shanghai Municipal Science and Technology,1,
Shanghai Municipal Science and Technology Major Project,1,
Shanghai NSF,1,
Shanghai Polytechnic University Graduate Program Fund,1,
Shanghai Sailing Plan,1,
Shanghai Science and Technology Agriculture Project,1,
Shanghai Science and Technology Committee Innovation,1,
Shanghai Science and Technology Innovation Action Plan,1,
"Shanghai Shentong Metro Group Co., Ltd.",1,
Shanghai Shuguang Project,1,
Shanghai--Hong Kong Collaborative Project,1,
Shanxi Key Subjects Construction,1,
Share4Rare project,1,
Shenzhen Basic Research Fund,1,
Shenzhen Basic Research Projects,1,
Shenzhen Bay Laboratory and Guangdong Basic and Applied Basic Research Foundation,1,
Shenzhen Governmental Basic Research,1,
Shenzhen Innovation Funding,1,
ShenZhen Innovation Funding,1,
Shenzhen Institute of Artificial Intelligence and Robotics for Society,1,
Shenzhen International Collaborative Research Project,1,
Shenzhen Key Basic Research Projects,1,
"Shenzhen Key Laboratory for Minimal Invasive Medical Technologies, Institute of Optical Imaging and Sensing",1,
Shenzhen Municipal Science and Technology Innovation Committee Basic Research,1,
Shenzhen Municipal Science and Technology Plan,1,
Shenzhen Natural Science Foundation,1,
Shenzhen NSF projects,1,
Shenzhen Overseas High Level Talent (Peacock Plan) Program,1,
Shenzhen Overseas High Level Talents Innovation Foundation,1,
Shenzhen Overseas High-level Talents Innovation and Entrepreneurship,1,
"Shenzhen Research Institute of Big Data, Shenzhen Institute of Artificial Intelligence and Robotics for Society",1,
Shenzhen Science and Technology Foundation,1,
Shenzhen Science and Technology Innovation Committee,1,
Shenzhen Science and Technology Plan Project,1,
Shenzhen Science and Technology Plan Projects,1,
Shenzhen Science and Technology planning project,1,
Shenzhen Science and Technology Program of China,1,
Shenzhen Science and Technology Projects,1,
Shenzhen Science and Technology Research Funding Program,1,
Shenzhen Technology and Innovation Committee,1,
Sichuan Key R&amp;D project,1,
Sichuan Provincial Key Lab of Process Equipment and Control,1,
Sichuan Provincial Key Laboratory Project,1,
Sichuan Provincial Science and Technology Department Project,1,
Sichuan Science and Technology Department Key R&D,1,
Sichuan Social Science Planning Project,1,
Siemens Healthcare,1,
Sigrid Juselius Foundation,1,
SigTuple Technologies Private Limited,1,
Silicon Austria Labs,1,
Simon Fraser University Community Trust Endowment Fund,1,
Singapore,1,
Singapore Infocomm and Media Development Authority,1,
Singapore Ministry of Education Academic Research Fund Tier 2,1,
Singapore MOE AcRF,1,
"Singapore NRF National Satellite of Excellence, Design Science and Technology for Secure Critical Infrastructure National Satellite of Excellence",1,
Singtel Cognitive and Artificial Intelligence Lab for Enterprises,1,
Six Talent Peak Program of Jiangsu Province,1,
Six Talent Peaks Project in Jiangsu,1,
SJTU Trans-med Awards Research,1,
Slovenian Research Agency through Research Program,1,
Smart Architecture for Cultural Heritage in Emilia Romagna (SACHER) Project,1,
Smart Energy Network Demonstrator Project,1,
SNSF-ERC,1,
SNUBH Research Fund,1,
Social Science Foundation of Beijing Municipality,1,
social sciences and humanites research council of canada,1,
Society of Interventional Radiology Foundation Radiology Resident Research,1,
soft science project of Zhejiang Province,1,
Software Campus initiative,1,
Soil and Groundwater Pollution Remediation Fund,1,
Southeast University through the Zhongying Young Scholars Project,1,
Spanish Government,1,
Spanish Ministerio de Ciencia Innovacion y Universidades,1,
Spanish Ministry of Economy and Business,1,
Spanish Ministry of Economy and Competitiveness through the National Science Program,1,
Spanish Ministry of Education and Science,1,
"Spanish Ministry of Education, Culture, and Sport",1,
Special Fund for Basic Scientific Research Business Expenses of Central Public Welfare Scientific Research Institutes,1,
Special Funding for the construction of Innovative Provinces in Hunan,1,
Special Funds for Science and Technology Development of Guangdong,1,
Special Funds for Scientific Research in the Forestry Public Welfare Industry,1,
Special Guidance Project for Transformation of Scientific and Technological Achievements in Shanxi,1,
Special Project of Local Science and Technology Development Guided by the Central Committee of Anhui Province,1,
Special Project on Precision Medicine under the National Key R&D Program,1,
Special Research Fund of Shaanxi Educational Committee,1,
Special Science and Technology Program of Xinjiang Uygur Autonomous Region,1,
SPORE,1,
SPOT5G,1,
SRC,1,
SRC and DARPA,1,
SRIF Interact,1,
"Stable Supporting Fund of Science and Technology on Underwater Vehicle Laboratory, China",1,
Stanford AstraZeneca Collaboration program,1,
Stanford Center for Induced and Triggered Seismicity,1,
Stanford Center for Sustainable Development and Global Competitiveness,1,
Stanford Smart Fields Consortium,1,
Stanford University School of Medicine Department of Psychiatry & Behavioral Sciences 2021 Innovator Grant Program,1,
Stanford University Smart Fields Consortium,1,
Stanford–Chevron CoRE,1,
STARS Grant,1,
Start-Up Fund of Wuhan Textile University,1,
Startup foundation for introducting talent of nanjing university of information science and technology,1,
Startup Fund for Youngman Research at SJTU,1,
startup funding from Office of the Provost,1,
State Key Laboratory of Advanced Design and Manufacturing for Vehicle Body Open Project,1,
State Key Laboratory of Computer Architecture,1,
State Key Laboratory of Geological Processes,1,
"State Key Laboratory of Integrated Services Networks, Xidian University",1,
"State Key Laboratory of Pharmaceutical Biotechnology, Nanjing University",1,
State Key Laboratory of Subtropical Silviculture Foundation,1,
State Scholarship Fund,1,
Stibofonden,1,
Stichting tegen Kanker,1,
Strategic Information and Communications R&#x0026;D Promotion Programme,1,
Strategic Priority CAS Project,1,
Strategic Priority Research Program,1,
Structural Funds,1,
Student Practice Innovation Training Program Fund of the Nanjing University of Information Science and Technology,1,
Studio Virtuel EU FEDER AURA,1,
"Sub-Project of National Major Scientific and Technological Special Project, Research on Hydrodynamic Analysis and Model Experiment Technology of Tender Assist Drilling (TAD) Multi Floating Body",1,
Subject funding of Shanghai Polytechnic University,1,
Subject on Cadre Health Care of Sichuan Province Study on Reperfusion Strategy Without the Stent Implantation in Elderly Patients with segment elevation myocardial infarction,1,
Subproject of National Seafloor Observatory System of China,1,
"Summer Undergraduate Research Experience (SURE) PLUS, United Arab Emirates University",1,
Summit of the Six Top Talents Program of Jiangsu,1,
Sun Yat-sen University Clinical Research 5010 Program,1,
Supercomputing Center of University of Science and Technology of China,1,
Surrey Hospitals Foundation,1,
SUTD Growth Plan Grant for AI,1,
SUTD-ZJU Research Collaboration,1,
Suzhou Clinical Medical Expert Team,1,
Suzhou Industrial Technology Innovation Special Project,1,
Suzhou Prospective Research Program,1,
Swarmio Media,1,
Swiss Cancer Research Foundation,1,
Swiss Commission for Technology and Innovation CTI,1,
Swiss Federal Institute of Technology Zurich,1,
Swiss National Center of Competence Research Robotics,1,
Synergistic Innovation Center of Jiangsu Modern Agricultural Equipment and Technology,1,
T&#x00DC;BA Gebip program,1,
Taishan Scholar Climbing Program of Shandong Province,1,
Taishan Scholar of Shandong Province China,1,
Taishan Scholar Program of Shandong Province of China,1,
Taishan Scholars Program,1,
Taiwan Semiconductor Research Institute (TSRI) for Electronic Design Automation (EDA) Tools and Process Technologies,1,
Takeda,1,
Talent Project of Zhejiang Association for Science and Technology,1,
Taylor’s Flagship Project,1,
TCCS consortium,1,
Teaching development reform project for Huaqiao University teachers,1,
"Teaching Quality and Teaching Reform Project of Guangdong Universities,China",1,
Teaching Reform and Research Project of Hunan Province of China,1,
Teaching Reform Project in Higher Education of Guangdong Province,1,
"Teaching Reform Project of Hanshan Normal University,China",1,
TEAM Program of the Foundation for Polish Science,1,
Technion Autonomous Systems Program,1,
Technische Universität Hamburg,1,
Technology and Innovation Commission of Shenzhen Municipality,1,
Technology Bureau of Quanzhou,1,
Technology Commission of Shanghai Municipality,1,
"Technology Development Group, University of California, Los Angeles",1,
Technology Development Program,1,
Technology Foundation of Guizhou Province,1,
Technology Innovation and Application Demonstration Project of Chongqing,1,
"Technology Innovation Program by the Ministry of Trade, Industry, and Energy (MOTIE, Korea)",1,
Technology Project of Hebei Province,1,
"Tecnologico de Monterrey, Mexico",1,
Telecommunications Advanced Foundation,1,
Telethon-Perth Children’s Hospital Research Fund,1,
"Tempus Labs, Inc.",1,
Ten Thousand Talent Program approved in 2018,1,
Tencent AI Lab Rhino-Bird Focused Research Program,1,
Tencent Rhino-Bird Young Faculty Research Fund,1,
Texas Consortium for Computation Seismology,1,
Thames Valley & South Midlands Clinical Research Network,1,
"The 1.3.5 project for disciplines of excellence, West China Hospital, Sichuan University, Sichuan, China",1,
the 111 Project,1,
the 2016 Peking Union Medical College education and teaching reform project,1,
the 2017 project of Shenzhen Science and Technology Innovation Committee,1,
The Academy of Finland,1,
The Allen H. and Selma W. Berkman Charitable Trust,1,
The Bio,1,
the CAS Program,1,
The Danish Ministry for Higher Education and Science,1,
the Dawn Project of Education Commission of Shanghai Municipal,1,
The Deanship of Scientific Research DSR at King Abdulaziz University Jeddah,1,
The Development Program for Youth Science and Technology Talents in Education Department of Guizhou Province,1,
the Doctoral Candidate Innovative Talent Project of Chongqing University of Posts and Telecommunications,1,
The Dystonia Society Grant A clinical tool for real-time analysis and visualization of cervical muscles for cervical dystonia,1,
"The Famous Teachers of Beijing and The Academic Research Project of Vocational Education and Industry Research Center, College of Applied and Science,Beijing Union University",1,
the Foundation of Nature Science of Guangdong,1,
The Fund of Science and Technology Department of Guizhou Province,1,
The Fundamental Research Funds,1,
The Grant of National Key RD Program of China,1,
the Guangdong Provincial Key Laboratory of Computer Integrated Manufacturing,1,
The Guangdong Provincial Natural Science Foundation for Distinguished Young Scholars of China,1,
the Guangxi Science and Technology Base Foundation,1,
the Health & Medical Collaborative Innovation Project of Guangzhou City,1,
The Hong Kong Research Grants Council under Competitive Earmarked Research Grant,1,
the Humanities and Social Science Research Project of Ministry of Education,1,
The incubation project of 1000 Young and Middle-aged Key Teachers in Guangxi Universities,1,
The Joint Fund of the National Natural Science Foundation of China,1,
the Key Area Research and Development Planning Project of Guangdong Province,1,
"the Key Deployment Project of Center for Ocean Mega-Science, CAS",1,
the Key laboratory of Biomedical Spectroscopy of Xi'an,1,
"the Key Laboratory of Spectral Imaging Technology, Xi?an Institute of Optics and Precision Mechanics of the Chinese Academy of Sciences",1,
the key program of the national natural science foundation of China,1,
the Key Project of Science and Technology Research of Chongqing Education Commission,1,
The key project of the National Natural Science Foundation of China,1,
the Key R & D Project of Shandong Province,1,
the Key Research and Development Program of China,1,
the Key Research and Development Project of Jiangsu Province,1,
the Key Research Funds of Sichuan Province under Grant,1,
the Key Research Project of Chongqing Education Commission,1,
The Killam Foundation,1,
the leading talents of Guangdong province program,1,
"The Ministry of Education, Culture, Sports, Science and Technology-Japan, Grant--in--Aid for Scientific Research",1,
the Ministry of Research Technology and Higher Education of the Republic of Indonesia,1,
The ministry of science and technology of China,1,
The Ministry of Science and Technology of Taiwan,1,
the MUC 111 Project,1,
the National High Technology Research and Development Program of China,1,
the National Key R and D Program of China,1,
the National Key R&D,1,
the National Key R&D Program of China,1,
the National Key RD Program of China,1,
the National Key Research and Development Plan,1,
"the National Key Research and Development Plan, China",1,
the National Key Research and Development Program,1,
The National key research and development program,1,
The National Key Research and Development Program of China,1,
The National Key Research and Development Program of China under Grant,1,
the National Key Technology R&D program,1,
the National Key Technology Research and Development program,1,
the National Major Scientific and Technological Special Project for Significant New Drugs Development,1,
"The National Research Foundation of Korea (NRF) grant funded by the Ministry of Education, Science and Technology",1,
the National Science Foundation of China,1,
the Natural Science Foundation of Guangdong,1,
the Natural Science Foundation of Guangdong Province China,1,
the Natural Science Foundation of Shenzhen City,1,
the Natural Science Foundations of Guangxi Province,1,
the Office of Advanced Scientific Computing Research Office of Science of the U.S. Department of Energy,1,
"The office of Research and Technology, University of Texas at Tyler",1,
The Ohio Third Frontier to the Ohio Imaging Research and Innovation Network,1,
the open Project of the National Key Lab for Novel Software Technology in NJU,1,
the Opening Project of Shanghai Key Laboratory of Integrated Administration Technologies for Information Security,1,
the Outstanding Award for Talent Project of the Chinese Academy of Sciences,1,
the Paul Ehrlich Institute,1,
the Peng Cheng Laboratory Project of Guangdong Province,1,
the Postgraduate Research & Practice Innovation Program of Jiangsu Province,1,
the Program for Guangdong Introducing Innovative and Entrepreneurial Teams,1,
the Project of High-Level Talents Team Introduction in Zhuhai City,1,
"the Project of State Key Laboratory of Satellite Ocean Environment Dynamics, Second Institute of Oceanography",1,
the research and development project of China construction stock technology,1,
The Research and Practice on The Through-Type Training Mode of High-End Technologies and Personnel with Technical Skills of Beijing,1,
The Research Council of Norway,1,
the Research Funding of Shantou University for New Faculty Member,1,
the Research Management Centre (RMC) at the Universiti Teknologi Malaysia,1,
the Science and Technology Foundation of Guangxi Province under Grant,1,
"the Science and Technology Planning Project of Guangdong Province, China",1,
The Science and Technology Planning Project of Guangzhou,1,
"the Science and Technology Planning Project of Guangzhou city, China",1,
the Science and Technology Project of Guangdong Province,1,
the Science Fund for Distinguished Young Scholars of Jiangxi Province,1,
The Scientific Research  Program Project of Beijing Education Commission on Traffic Light Recognition Based on Deep Learning for Intelligent Vehicles,1,
the Sino-German Interdisciplinary Joint Program for Innovative Talent Training funded by the China Scholarship Council,1,
the Spanish R&D programme,1,
the Strategic Priority Research Program of the Chinese Academy of Sciences,1,
The Technology Validation and Start Fund (TVSF) from the Ohio Third Frontier,1,
"The Third Affiliated Hospital of Sun Yat-Sen University, Clinical Research Program",1,
The University Corporation for Atmospheric Research,1,
The US Geological Survey,1,
the US National Science Foundation,1,
The Verification Platform of Multi-tier Coverage Communication Network for oceans,1,
the Young Scientists? Sailing Project of Science and Technology Commission of Shanghai Municipal,1,
The Youth talent lifting project,1,
The Youth Talent Lifting Project,1,
Theme 1.3 - Biological Dynamics,1,
This study was conducted with the help of ARC - The Innovation Center at Sheba Medical Center.,1,
This work was supported by the Ajou University research fund,1,
Three New Agricultural Project in Jiangsu Province,1,
Tianchi Doctor Research Project of Xinjiang Uygur Autonomous Region,1,
Tianjin Graduate Research and Innovation Project,1,
Tianjin Higher Education Creative Team Funds Program,1,
Tianjin Medical University General Hospital Fellowship Award,1,
Tianjin New Generation Artificial Intelligence Major Program,1,
Tianjin New Generation Artifificial Intelligence Major Program,1,
Tianjin Research Program of Application Foundation and Advanced Technology,1,
Tianjin Science Foundation,1,
"Tier 1 grant from the Ministry of Education, Singapore",1,
Tier 2 Canada Research Chair on the Next Generations of Wireless IoT Networks,1,
Tier 2grant of Singapore,1,
TKI Dynamics of Hydraulic Structures,1,
"Torres Quevedo Programme, Spain",1,
Toyota Research Center,1,
Transition Therapeutics,1,
Tsinghua Initiative Research Program Grant,1,
Tsinghua Initiative Research Project,1,
Tsinghua University-Tencent Joint Laboratory for Internet Innovation Technology,1,
Tsinghua-Guoqiang Research Program,1,
Tunisian Ministry ofHigher Education and Scientific Research,1,
Turkey National Ministry of Education,1,
Turkish Aerospace Inc,1,
Turkish Directorate of Strategy and Budget,1,
U. S. National Institute of Food and Agriculture,1,
U.K. Biobank Resource,1,
U.K. Department of Business Energy and Industrial Strategy BEIS and delivered by the British Council,1,
U.K. Engineering and Physical Sciences Research Council (EPSRC),1,
U.K. Ministry of Defence,1,
U.K.-EPSRC as the jointly funded Towards Autonomy: Smart and Connected Control TASCC Programme,1,
U.S. Army Research Laboratory,1,
U.S. Department of Health & Human Services | NIH | Center for Scientific Review,1,
U.S. Department of Health & Human Services | NIH | Eunice Kennedy Shriver National Institute of Child Health and Human Development,1,
"U.S. Department of Health & Human Services | NIH | National Heart, Lung, and Blood Institute",1,
U.S. Department of Health & Human Services | NIH | National Institute of Arthritis and Musculoskeletal and Skin Diseases,1,
U.S. Department of Health & Human Services | NIH | National Institute of Biomedical Imaging and Bioengineering,1,
U.S. Department of Health & Human Services | NIH | National Institute of General Medical Sciences,1,
U.S. Department of Health & Human Services | NIH | U.S. National Library of Medicine,1,
U.S. Federal Railroad Administration,1,
U.S. Government SilvaCarbon Program,1,
"U.S. Government, under the DARPA DSSoC program",1,
U.S. Multidisciplinary Research Program of the University Research Initiative AFOSR,1,
U.S. MURI AFOSR MURI,1,
Ubiquitous Energy Internet of Things Based on Industrial Internet Test Bed and BUPT Excellent Ph.D. Students Foundation,1,
UBS group,1,
UC Office of the President Multicampus Research Programs and Initiatives,1,
UCD School of Computer Science Bursary,1,
UCLA Computational Medicine Amazon Web Services,1,
UCLA Hellman Fellowship and,1,
UCSF Prostate Cancer Program Pilot Research Funding Award,1,
UDEA Dedicacion exclusiva and Sostenibilidad programs and the CODI projects,1,
UESTC Shared Research Facilities ofElectromagnetic Wave and Matter Interaction,1,
UGC and RUSA 2.0 Project,1,
UK EPSRC,1,
UK-China Industry Academia Partnership Programme,1,
UKZN CRART Centre,1,
undamental Research Funds for the Central Universities,1,
Unitat Associada IMEDEA-LIMIA,1,
"Universidad de Antioquia, Medell&#x00ED;n, Colombia",1,
Universidad Sergio Arboleda,1,
Universitas Muhammadiyah Yogyakarta,1,
Universitätsmedizin Greifswald,1,
University Natural Science Fund of Jiangsu Province,1,
University of Colorado Comprehensive Cancer Center,1,
"University of Kuala Lumpur, Malaysian Institute of Information Technology (UniKL-MIIT), Malaysia",1,
University of Macau,1,
University of Malaya RU Geran,1,
University of Newcastle Faculty of Health and Medicine Gladys M Brawn Senior Research Fellowship,1,
"University of Padua, Italy",1,
University of Pittsburgh Physicians (UPP) Academic Foundation Award,1,
University of Vermont Department of Surgery,1,
University or Worcester,1,
University Teknologi PETRONAS,1,
"University United Foundation of Yunnan Province, China",1,
University-Industry Collaborative Education Program,1,
ÚNKP-18-3 New National Excellence Program through the Hungarian Ministry of Human Capacities,1,
"Unrestricted Grant to Wilmer from Research to Prevent Blindness, New York, NY",1,
UNSW Industry Ph.D. Support,1,
UOW Welding and Industrial Automation Research Centre,1,
UPE-II Project in Cognitive Science,1,
Urumqi Science and Technology Project,1,
US Agency for International Development Stanford King Center for Global Development,1,
US Air Force Research Laboratory (AFRL) European Office of Aerospace Research and Development,1,
US Department of Energy,1,
US MURI AFOSR,1,
US National Library of Medicine,1,
usan G. Komen Foundation,1,
USDA,1,
using computing resources at the High Performance Computing Platform of Central South University,1,
UT Stars award,1,
UTHealth Innovation for Cancer Prevention Research Training Program Pre-doctoral Fellowship,1,
"UTSA Office of Vice President for Research, Economic Development and Knowledge Enterprise",1,
Valencian Government of Spain,1,
Varian Research grant,1,
"Vascular Dementia Research Foundation, Synergy Excellence Cluster Munich",1,
VC Research,1,
Victorian Orthopaedic Research Trust,1,
Vietnam National Foundation for Science and Technology Development,1,
"Vietnam National University, HoChiMinh City (VNU-HCM),",1,
"Vingroup Innovation Foundation (VINIF), Viet Nam",1,
"Vision Group on Science and Technology, Department of Information Technology, Biotechnology and Science & Technology, Govt. of Karnataka, India",1,
Vista Technology SRL,1,
Volvo-supported Green Economy and Sustainable Development Tsinghua University,1,
VUB SRP Project,1,
"W. Demant og Hustru Ida E, Fond",1,
"Wallenberg AI, Autonomous Systems and Software Program",1,
"Wallenberg AI, Autonomous Systems and Software Program – Humanities and Society",1,
Wallenburg-NTU Presidential Post-Doctoral Fellowship Grant,1,
Warshel Institute for Computational Biology,1,
WASP/NTU,1,
Water Resources Planning Institute,1,
Welding of E-Textiles for Interactive Clothing (ETEXWELD) Project,1,
Wellcome Trust Research Training Fellowship,1,
Wellcome Trust’s Innovator Award,1,
Wellcome/EPSRC,1,
Western Talent,1,
Whole heart coronary plaque quantification and risk predictive model for plaque rupture based on deep learning neural network,1,
Wireless Intelligent Handheld Terminal Based on RFID Technology,1,
Wireless Probe Type Handheld Intelligent Ultrasound Imager,1,
"World Premier International Research Center Initiative (WPI), MEXT, Japan",1,
Wuhan Advanced Application Project,1,
Wyoming Technology Transfer Center,1,
Wyss Institute for Biologically Inspired Engineering Institute for Medical Engineering and Science,1,
Xi’an Key Laboratory of Modern Intelligent Textile Equipment,1,
Xianyang science and technology project,1,
Xingliao Plan of Liaoning Province,1,
Xinjiang Uygur Autonomous Region Cyber Security and Informatization Project,1,
Xinjiang Uygur Autonomous Region Key Specialty of Geological Engineering and Xinjiang Key Laboratory of Geohazard Prevention,1,
Yichang Science and Technology Bureau,1,
Yildiz Technical University Scientific Research Projects Coordination Department,1,
"Young and Middle-Aged Academic and Technical Leaders in Yunnan Province, China",1,
Young and Middle-Aged Scientific Research Backbone Projects of Engineering University of PAP,1,
Young Elite Scientist Sponsorship Program by Henan Association for Science and Technology,1,
Young Faculty Research Fellowship Award supported by Visvesvaraya Ph.D. Scheme for Electronics and IT Ministry of Electronics and Information Technology,1,
Young Innovative Talents in Colleges and Universities of Heilongjiang Province,1,
Young Wanjiang Scholar Program of Anhui Province,1,
Youth Committee of Medical Engineering Branch of Guangdong Medical Association Research,1,
Youth Innovation Promotion Associa-tion of Chinese Academy of Sciences,1,
Youth Innovation Promotion Association CAS,1,
Youth Innovation Promotion Association of CAS,1,
Youth Innovation Promotion Association Program of Chinese Academy of Sciences,1,
"Youth Innovation Promotion Association, CAS",1,
Youth Innovation Team of Shaanxi Universities,1,
"Youth Innovation Team of Shaanxi Universities, and in part by the Science and Technology Projects of Xi&#x2019;an, China",1,
Youth Innovation Technology Project of Higher School in Shandong Province,1,
Youth Science and Technology Talents Enrollment Projects of Ningxia,1,
Youth Talents project of Chinese Academy of Medical Science,1,
Youth Teacher Education and Research Funds of Fujian,1,
Yunnan Province Agricultural Basic Research,1,
YUTP Fund,1,
Zhejiang,1,
Zhejiang Key Research and Development Plan,1,
Zhejiang Lab Project Fund,1,
Zhejiang Leading Innovation Research Program,1,
Zhejiang Medical Health Science and Technology Project,1,
Zhejiang Provincial Collaborative Innovation Center for Bamboo Resources and High-efficiency Utilization,1,
Zhejiang Provincial Communication Department,1,
Zhejiang Provincial Fundamental Public Welfare Research Program,1,
Zhejiang Provincial NSFC,1,
Zhejiang public welfare technology research,1,
Zhejiang University Education Foundation,1,
Zhejiang University Financial Technology Research Center,1,
Zhishan Youth Scholar Program of SEU,1,
Zhongshan City Team Project,1,
ZJU PII-MOLECULAR DEVICES JOINT LABORATORY,1,
ZJU PII-TECAN JOINT LABORATORY,1,
Zone Atelier Environnementale Urbaine,1,
ZTE Innovation Research Fund for Universities Program 2016,1,
